Content,Label
ሀገሬ ትልቅ ሀገር ናት ኢትዮጵያ ዛሬ በናንተ እጅ ስር ወድቃ ስቃይ  መከራ ስደት  ሞት  ዝርፊያ ዘረኝነት ከቤቷ አስገብታችሁባት  የሰው ክቡር ነፍስ ረከሰ  የተማረ የተጠላባት   ድህነት የሚታፈርባት ሀገር አረጋችኋት  ለሰው ልጅ ክብር ስጡ  ትላንት ሁላችሁም ተበደልን   ተገለልን ብላችሁ ነበር ዛሬ ያ ሁሉ ተረሳና ሀገሬን ኢትዮጵያዬን ህዝቧንና ክብሯን አሳነሳችሁኝ  የማያልፈው አምላክ ልብ ይስጣችሁ  ሰው ሁ ,መልካም
ሁልጊዜ ይነገራል  አንድም ቀን ተስተካክሎ አያውቅም ባለፈው ብዙ ብለው ነበር,መልካም
ሁልጊዜ ይነፋል ወሬኛ,መልካም
ህወሃት ለኢትዮጲያ አያስፈልም,መልካም
ህወሃቶች ይሰማችኋል ዛሬ በመጨረሻው ሰዓት ላይ የተናገረው ትክክልኛ ነገር የኢትዮጵያ ችግር በጉልበት ሊፈታ አይችልም በውይይት ብቻ ነው የሚፈታው  እናንተ ከማን ጋር ነው ለመስራት የምትፈልጉት  ወዳጆቻችሁን እንኳን መስማት አልቻላችሁም ,መልካም
ህዝቡ የሚያነሳቸውን ትክክለኛ ጥያቄዎችን ወደ ኋላ በመተው ጆሮ ዳባ ማለቱ ጠቃሚ አይሆንም ,መልካም
ህዝቡን አፈናቀላችሁት ኧረ በቃን ምድነው ወያኔ የበደለህ ይሄ ደሃ እና ሚስኪን ህዝብ,መልካም
ህዝብ በቃኝ አለ ለምን አትለቁም  ነገሮች እረዝመው ሌላ እልቂት ከመነሳቱ ይህ ነገር በልጆቻችሁ በእናቶታችሁ ቢከሰት አስቡት በፈጠራችሁ ለተተኪው ትውልድ በሰላም አስተላልፋት በዚህ ይብቃ ትውልድ ይዳን,መልካም
ህዝብን ለማረጋጋት ሌላ ቋንቋ ነው የምናወራው ዛሬ ግን መድረኩን የሚመጥን ውይይት ማድረግ ያለብን አለ  የሻኪሶ ወረዳ አስተዳዳሪ  ኦህዴድ የኦሮሞ ድርጅት ብትሆን ኖሮ  ከኦሮሞ ህዝብ የተደበቀ ሚስጥር ባልኖራት  ,መልካም
ሆዳም ቢሆን ኖሮ በኢህአዴግ ቤት በብዙዎች የተስፋ አይን ካረፈባቸውና ሽማግሌዎቹን ይተካሉ ተብለው ተስፋ ከተጣለባቸ ነበር,መልካም
ሆዳም ቢሆን የሚታከመው ታይላንድና ህንድ ነበር,መልካም
ሆዳም ነው ይሉሃል  መብል ስትበላ  ጋኔን ነው ይሉሃል መብላት ስትጠላ ስትተጋ ያዩ ቀልቃላ ይሉሃል አርቀህ,መልካም
ሆዳም የሚለው የኣማርኛ ቃል ወደ ኣባ መላ ተቀይሮኣል ሆዳም ብለው ለመሳደብ ኣባ መላ የሚለውን ቃል ይጠቀሙ,መልካም
ሆዳም ፍቅር አያውቅም,መልካም
ለሀገርህ የሞትክ  የአሁኑ ተቃዋሚ ቀድሞ ሀገሩን የሸጠ ,መልካም
ለህብረተሰቡ ትክክለኛውን መረጃ ማድረስ አለበት እስከ አርሶ አደር ድረስ መረጃው በትክክል መድረስ አለበት ብዙ ጊዜ መረጃዎች ካረጁ በኋላ ነው ከኢቢሲ የምንሰማው ,መልካም
ለህዝብ አዛኝ መሪ እንጅ ህዝብ ገዳይ መሪ አንፈልግም,መልካም
ለመሆኑ ህወሀት የስድብ ታፔላ ያለጠፈለት የህብረተሰብ ክፍል አለ,መልካም
ለምን አደረጉ ምናልባት እኛ ላይ የተደበቀ ሴራ አቅደው ይሆን,መልካም
ለምንድን ነው ከትግሬ ጋር በአንድ አገር አብረን የምንኖረው ይገንጠሉና ለብቻቸው ይኑሩ,መልካም
ለራሳችሁ ጥቅም እንጂ የምትሰባሰቡት ለህዝብ እዳልሆነ እናቃለን,መልካም
ልማታዊው አረንጓዴው ባለሀብት ጋዜጠኛ  ከሀገር ሊወጣ በቤተ ዘመዶቹ  ስም የሰበሰበውን ንብረት በመሸጥ ላይ ነው ይላል የደረሰን መረጃ,መልካም
መቶ በመቶ ያሸነፈን መንግሥት ከህዝብ ጋር ማስታረቅ ፈገግ ብለናል,መልካም
መቸም ከእናንተ የተሻለ ሃሣብ ይመጣል ተብሎ አይታሠብም ሁሌም አመለካከተ ጠማማና ህዝብን ያላማከለ በመሆኑ ችግራችሁ አይፈታም ጊዜ መግደል ካልሆነ በቀር ከእባብ እንቁላል እርግብ አይጠበቅም ሁሉም በጊዜው ነውና በሉ እሥኪ ተጨማለቁ ጊዜ የሠጠው ቅል ድንጋይ ይሠብራል አይደል ,መልካም
መንግስት ጨፈጨፈ መባሉን አልቀረም ስለዚህ ምን እየጠበቀ እንደሆነ ማወቅ አስቸጋሪ ነው የዘመኑ እንስሳ ቀን በቀኑ የጨለመበት ለፍርፋሪ ሲል አገር ለባእድ የሚሸጥ ቆሻሻ የምን መለማመጥ ነው ካልደፈረሰ እኮ አይጠራም የመንግሥት ያለ የመንግሥት ያለ,መልካም
ምን ላይ ነው የሚመክሩት በበጀት አመቱ የመግደል የመዝረፍና የማተራመስ ስራችን ምን ያህል ስኬታማ ነበር በቀጣይስ ምን ያክል እንፍጅ ለመባባል ነው  መቼም ስለ ኢትዮጵያና ስለህዝቦቿ ተወያዩ ብላችሁ ጨክናችሁ በሳቅ አትገድሉንም,መልካም
ምን ዋጋ አለውእንደ አባይ ትልቅ እንዳንሆን ገባሮቹን ወደ አባይ እንዳይፈሱ የሚያደርግ ርዕዬ ታለም ተቀርጾ ተግባራዊ ለማድረግ ደፋ ቀና እንላለን ,መልካም
ምንም ለውጥ አታመጡም ያው የመግደያ ስምመነት ነው የምታጸድቁት ወያኔ ይውደም ኢትዮጵያ ትቅደም,መልካም
ምንድን ነው ተሀድሶ አሁንም እየቀየሳችሁ ነው የህዝብን ደም ለማፍሰስ ,መልካም
ሰላም አደፍራሺ ወያኔ ነዉ ስርአቱ ከስር መሰረቱ ካልተወገደ ሰላም አይመጠም በወገኖቻችን በሞያሌ በተደረገዉ ጭፍጨፋ በጣም ከልብ ጥልቅ ሀዘን ተሰምቶኛል ጊዜዉ ቅርብ በመሆኑ አንጠረጥርም ,መልካም
ስለጠፋው የሰው ህይወት ግን ምንም አላሉም ህዝቡን አሳቀው እንዳይንቀሳቀስ ያሰሩት እነሱ ሁለት መሆን አይቻልም ሶስት መሆን ሰው ከቤተሰቡ ጋር እንኳን ወቶ መግባት ሳይችል ለሰላም ግድ የለም ሌላው ቢቀር በፈጣሪ ዋጋ ትከፋላልችሁ ,መልካም
ስልጣን መንገድ በመዝጋት አይገኝም,መልካም
ስብሰባ ግድያ ስቃይ እስራት የዘር ማጥፋት ዝርፊያ ስቃይ ዘረኝነት,መልካም
ስብሰባው በኦሮሞ ህዝብ ለይ ጦርነት ለማወጅ ነው ,መልካም
ለመዘምራን አለቃ  በመለከቶች  ስለ አሦራውያን  የአሳፍ የምስክር መዝሙር   ዮሴፍን እንደ መንጋ የምትመራ  የእስራኤል ጠባቂ ሆይ  አድምጥ  በኪሩቤል ላይ የምትቀመጥ  ተገለጥ በኤፍሬምና በብንያም በምናሴም  ኃይልህን አንሣ እኛንም ለማዳን ና አቤቱ  መልሰን  ፊትህንም አብራ  እኛም እንድናለን የሠራዊት አምላክ አቤቱ  በባሪያህ ጸሎት ላይ እስከ መቼ ትቈጣለህ?የእንባ እንጀራን ትመግበናለህ  እንባም በስፍር ታጠጣናለህ ለጎረቤቶቻችን ክርክር አደረግኸን  ጠላቶቻችንም በላያችን ተሣለቁብን  የሠራዊት አምላክ አቤቱ  መልሰን  ፊትህንም አብራ  እኛም እንድናለን ከግብጽ የወይን ግንድ አመጣህ  አሕዛብን አባረርህ እርስዋንም ተከልህ ፊትዋም ስፍራን አዘጋጀህ  ሥሮችዋንም ተከልህ ምድርንም ሞላች ጥላዋ ተራሮችን ከደነ  ጫፎችዋም እንደ እግዚአብሔር ዝግባ ሆኑ ቅርንጫፎችዋንም እስከ ባሕር  ቡቃያዋንም እስከ ወንዙ ዘረጋች አጥርዋን ለምን አፈረስህ? መንገድ አላፊም ሁሉ ይቀጥፋታል የዱር እርያ አረከሳት  የአገር አውሬም ተሰማራባት የሠራዊት አምላክ ሆይ  እንግዲህ ተመለስ  ከሰማይ ተመልከት  እይም  ይህችንም የወይን ግንድ ጐብኝ በሰው ልጅ ለአንተ ያጸናኸውን ቀኝህ የተከላትን አንሣ በእሳት ተቃጥላለች ተነቅላማለች  ከፊትህ ተግሣጽም የተነሣ ይጠፋሉ ለአንተ ባጸናኸው በሰው ልጅ ላይ  በቀኝህ ሰው ላይ እጅህ ትሁን ከአንተም አንራቅ  አድነን ስምህንም እንጠራለን የሠራዊት አምላክ አቤቱ  መልሰን  ፊትህንም አብራ  እኛም እንድናለን ,መልካም
ለመዘምራን አለቃ  በዋሽንት  የአሳፍ መዝሙር   በረድኤታችን በእግዚአብሔር ደስ ይበላችሁ  ለያዕቆብም አምላክ እልል በሉ ዝማሬውን አንሡ ከበሮንም ስጡ  ደስ የሚያሰኘውን በገና ከመሰንቆ ጋር በመባቻ ቀን በከፍተኛው በዓላችን ቀን መለከትን ንፉ ለእስራኤል ሥርዓቱ ነውና  የያዕቆብም አምላክ ፍርድ ከግብጽ በወጣ ጊዜ ለዮሴፍ ምስክር አቆመው  ያላወቅሁትን ቋንቋ ሰማሁ ጫንቃውን ከሸክም  እጆቹንም በቅርጫት ከመገዛት አራቅሁ በመከራህ ጊዜ ጠራኸኝ አዳንሁህም  በተሰወረ ዐውሎም መለስሁልህ  በክርክር ውኃ ዘንድም ፈተንሁህ ሕዝቤ ሆይ ስማኝ እነግርሃለሁም  እስራኤል ሆይ  እመሰክርልሃለሁ አንተስ ብትሰማኝ ሌላ አምላክ አይሆንልህም  ለሌላ አምላክም አትሰግድም ከግብጽ ምድር ያወጣሁህ እኔ እግዚአብሔር አምላክህ ነኝና  አፍህን አስፋ እሞላዋለሁም ሕዝቤ ግን ቃሌን አልሰሙኝም  እስራኤልም አላዳመጠኝም እንደ ልባቸው ሥራ ተውኋቸው  በልባቸውም አሳብ ሄዱ ሕዝቤስ ሰምቶኝ ቢሆን  እስራኤልም በመንገዴ ሄደው ቢሆን ጠላቶቻቸውን ፈጥኜ ባዋረድኋቸው ነበር  በሚያስጨንቋቸውም ላይ እጄን በጣልሁ ነበር የእግዚአብሔር ጠላቶችም በተገዙለት ነበር  ዘመናቸውም ለዘላለም በሆነ ነበር ከስንዴም ስብ ባበላቸው ነበር  ከዓለቱም ማር ባጠገባቸው ነበር ,መልካም
የአሳፍ መዝሙር   እግዚአብሔር በአማልክት ማኅበር ቆመ  በአማልክትም መካከል ይፈርዳል እስከ መቼ ሐሰትን ትፈርዳላችሁ እስከ መቼ ለኃጢአተኞች ፊት ታደላላችሁ ለድሆችና ለድሀ አደጎች ፍረዱ  ለችግረኛውና ለምስኪኑ ጽድቅ አድርጉ ብቸኛውንና ችግረኛውን አድኑ  ከኃጢአተኞችም እጅ አስጥሉአቸው አያውቁም  አያስተውሉም  በጨለማ ውስጥ ይመላለሳሉ  የምድር መሠረቶች ሁሉ ተናወጡ እኔ ግን  አማልክት ናችሁ  ሁላችሁም የልዑል ልጆች ናችሁ ነገር ግን እንደ ሰው ትሞታላችሁ  ከአለቆችም እንደ አንዱ ትወድቃላችሁ አልሁ አቤቱ  ተነሥ  በምድር ላይ ፍርድ  አንተ አሕዛብን ሁሉ ትወርሳለህና ,መልካም
የአሳፍ የምስጋና መዝሙር   አቤቱ  እንደ አንተ ማን ነው? አቤቱ  ዝም አትበል  ቸልም አትበል እነሆ  ጠላቶችህ ጮኽዋልና  የሚጠሉህም ራሳቸውን አንሥተዋልና ሕዝብህን በምክር ሸነገሉአቸው  በቅዱሳንህም ላይ ተማከሩ ኑ ከሕዝብ እናጥፋቸው  ደግሞም የእስራኤል ስም አይታሰብ አሉ አንድ ሆነው በአንተ ላይ ተማከሩ  በአንተ ላይ ቃል ኪዳን አደረጉ የኤዶማውያን ድንኳኖች እስማኤላውያንም  ሞዓብም አጋራውያንም ጌባል አሞንም አማሌቅም  ፍልስጥኤማውያንም ከጢሮስ ሰዎች ጋር አሦርም ከእነርሱ ጋር ተባበረ  ለሎጥ ልጆችም ረዳት ሆኑአቸው እንደ ምድያምና እንደ ሲሣራ  በቂሶንም ወንዝ እንደ ኢያቢስ አድርግባቸው በዓይንዶር ጠፉ  እንደ ምድርም ጕድፍ ሆኑ አለቆቻቸውን እንደ ሔሬብና እንደ ዜብ  ታላላቆቻቸውንም እንደ ዛብሄልና እንደ ስልማና አድርጋቸው የእግዚአብሔርን መሠዊያ እንወርሳለን የሚሉትን አምላኬ ሆይ  እንደ ትቢያ በነፋስ ፊትም እንደ ገለባ አድርጋቸው እሳት ዱርን እንደሚያቃጥል  ነበልባልም ተራሮች እንደሚያነድድ እንዲሁ በቍጣህ አሳድዳቸው  በመቅሠፍትህም አስደንግጣቸው ፊታቸውን እፍረት ሙላው  አቤቱ  ስምህንም ይፈልጋሉ ይፈሩ ለዘላለሙም ይታወኩ  ይጐስቍሉ ይጥፉም ስምህም እግዚአብሔር እንደ ሆነ  በምድር ሁሉ ላይም አንተ ብቻ ልዑል እንደ ሆንህ ይወቁ ,መልካም
ለመዘምራን አለቃ  በዋሽንት  የቆሬ ልጆች መዝሙር   የሠራዊት አምላክ ሆይ  ማደሪያዎችህ እንደምን የተወደዱ ናቸው ነፍሴ የእግዚአብሔርን አደባባዮች ትወድዳለች ትናፍቅማለች  ልቤም ሥጋዬም በሕያው አምላክ ደስ ተሰኘ ወፍ ለእርስዋ ቤትን አገኘች  ዋኖስም ጫጩቶችዋን የምታኖርበት ቤት አገኘች  የሠራዊት አምላክ ንጉሤም አምላኬም ሆይ  እርሱ መሠዊያህ ነው በቤትህ የሚኖሩ ሁሉ የተመሰገኑ ናቸው  ለዓለምና ለዘላለምም ያመሰግኑሃል አቤቱ  እርዳታው ከአንተ ዘንድ የሆነለት  በልቡም የላይኛውን መንገድ የሚያስብ ሰው ምስጉን ነው በልቅሶ ሸለቆ ውስጥ በወሰነው ስፍራ የሕግ መምህር በረከትን ይሰጣልና ከኃይል ወደ ኃይል ይሄዳሉ  የአማልክት አምላክ በጽዮን ይታያል የሠራዊት አምላክ አቤቱ  ጸሎቴን ስማ  የያዕቆብ አምላክ ሆይ  አድምጥ አቤቱ  መታመናችንን እይልን  ወደ ቀባኸውም ፊት ተመልከት ከአእላፍ ይልቅ በአደባባዮችህ አንዲት ቀን ትሻላለች  በኃጥኣን ድንኳኖች ከመቀመጥ ይልቅ  በእግዚአብሔር ቤት እጣል ዘንድ መረጥሁ እግዚአብሔር አምላክ ምሕረትንና እውነትን ስለ ወደደ  ሞገስንና ክብርን ይሰጣል  እግዚአብሔር በቅንነት የሚሄዱትን ከመልካም ነገር አያሳጣቸውም የሠራዊት አምላክ ሆይ  በአንተ የታመነ ሰው ምስጉን ነው ,መልካም
ለመዘምራን አለቃ  የቆሬ ልጆች መዝሙር   አቤቱ  ለምድርህ ሞገስን አደረግህ  የያዕቆብንም ምርኮ መለስህ የሕዝብህን ኃጢአት አስቀረህ  አበሳቸውንም ሁሉ ከደንህ መዓትህንም ሁሉ አስወገድህ  ከቍጣህ መቅሠፍት ተመለስህ የመድኃኒታችን አምላክ ሆይ  መልሰን  ቍጣህንም ከእኛ መልስ በውኑ ለዘላለም ትቈጣናለህን? ቍጣህንስ ለልጅ ልጅ ታስረዝማለህን?አቤቱ  ትመለሳለህ ታድነንማለህ  ሕዝቡም በአንተ ደስ ይላቸዋል አቤቱ  ምሕረትህን አሳየን  አቤቱ  መድኃኒትህንም ስጠን እግዚአብሔር አምላክ የሚናገረውን እሰማለሁ  ሰላምን ለሕዝቡና ለቅዱሳኑ ልባቸውንም ወደ እርሱ ለሚመልሱ ይናገራልና ነገር ግን ክብር በምድራችን ያድር ዘንድ ማዳኑ ለሚፈሩት ቅርብ ነው ምሕረትና እውነት ተገናኙ  ጽድቅና ሰላም ተስማሙ እውነት ከምድር በቀለች  ጽድቅም ከሰማይ ተመለከተች እግዚአብሔርም በጎ ነገርን ይሰጣል  ምድራችንም ፍሬዋን ትሰጣለች ጽድቅ በፊቱ ይሄዳል  ፍለጋውንም በመንገድ ውስጥ ያኖራል ,መልካም
የዳዊት ጸሎት   አቤቱ  ጆሮህን ወደ እኔ አዘንብል አድምጠኝም  ችግረኛና ምስኪን ነኝና ቅዱስ ነኝና ነፍሴን ጠብቅ  አምላኬ ሆይ  አንተን የታመነውን ባሪያህን አድነው  አቤቱ  ቀኑን ሁሉ ወደ አንተ እጮኻለሁና ማረኝ የባሪያህን ነፍስ ደስ አሰኛት  አቤቱ  ነፍሴን ወደ አንተ አነሣለሁና አቤቱ  አንተ መሓሪና ይቅር ባይ ነህና  ምሕረትህም ለሚጠሩህ ሁሉ ብዙ ነውና አቤቱ  ጸሎቴን አድምጥ  የልመናዬንም ድምፅ ስማ ትመልስልኛለህና በመከራዬ ቀን ወደ አንተ እጠራለሁ አቤቱ  ከአማልክት የሚመስልህ የለም  እንደ ሥራህም ያለ የለም ያደረግሃቸው አሕዛብ ሁሉ ይመጣሉ  አቤቱ  በፊትህም ይሰግዳሉ  ስምህንም ያከብራሉ አቤቱ  ድንቅ የምታደርግ አንተ ታላቅ ነህና  አንተም ብቻህን ታላቅ አምላክ ነህና አቤቱ  መንገድህን ምራኝ  በእውነትህም እሄዳለሁ  ስምህን ለመፍራት ልቤ ደስ ይለዋል አቤቱ አምላኬ ሆይ  በልቤ ሁሉ አመሰግንሃለሁ  ለዘላለምም ስምህን አከብራለሁ ምሕረትህ በእኔ ላይ ታላቅ ናትና  ነፍሴንም ከታችኛይቱ ሲኦል አድነሃታልና አቤቱ  ዓመፀኞች በእኔ ላይ ተነሥተዋል  የክፉዎችንም ማኅበር ነፍሴን ፈለጉአት  በፊታቸውም አላደረጉህም አቤቱ  አንተ ግን መሓሪና ርኅሩኅ አምላክ ነህ  መዓትህ የራቀ ምሕረትህም እውነትህም የበዛ ወደ እኔ ተመልከት ማረኝም  ለባሪያህ ኃይልህን ስጥ  የሴት ባሪያህንም ልጅ አድን ምልክትንም ለመልካም ከእኔ ጋር አድርግ  የሚጠሉኝ ይዩ ይፈሩም  አቤቱ  አንተ ረድተኸኛልና  አጽንተኸኛልምና,መልካም
የቆሬ ልጆች የምስጋና መዝሙር   መሠረቶቹ በተቀደሱ ተራሮች ናቸው ከያዕቆብ ድንኳኖች ይልቅ  እግዚአብሔር የጽዮንን ደጆች ይወድዳቸዋል የእግዚአብሔር ከተማ ሆይ  በአንቺ የተከበረ ነገር ይባላል የሚያውቁኝን ረዓብንና ባቢሎንን አስባቸዋለሁ  እነሆ  ፍልስጥኤማውያን ጢሮስም የኢትዮጵያም ሕዝብ  እነዚህ በዚያ ተወለዱ ሰው እናታችን ጽዮን ይላል  በውስጥዋም ሰው ተወለደ  እርሱ ራሱም ልዑል መሠረታት እግዚአብሔር ለሕዝቡ  በውስጥዋም ለተወለዱት አለቆችዋ በመጽሐፍ ይነግራቸዋል በአንቺ የሚኖሩ ሁሉ ደስ እንደሚላቸው ይነግራቸዋል,መልካም
የቆሬ ልጆች የምስጋና መዝሙር  ለመዘምራን አለቃ በማኸላት ለመዘመር  የይዝራኤላዊው የኤማን ትምህርት   አቤቱ  የመድኃኒቴ አምላክ  በቀንና በሌሊት በፊትህ ጮኽሁ ጸሎቴ ወደ ፊትህ ትግባ  ጆሮህንም ወደ ጩኸቴ አዘንብል ነፍሴ መከራን ጠግባለችና  ሕይወቴም ወደ ሲኦል ቀርባለችና ወደ ጓድጓድ ከሚወርዱ ጋር ተቈጠርሁ  ረዳትም እንደሌለው ሰው ሆንሁ ለዘላለም እንደማታስባቸው  እንደ ተገደሉና በመቃብር ውስጥ እንደ ተጣሉ  በሙታን ውስጥ እንዳሉ የተጣልሁ ሆንሁ  እነርሱም ከእጅህ ተለዩ በጨለማና በሞት ጥላ ውስጥ  በታችኛው ጕድጓድ አስቀመጥኸኝ በእኔ ላይ ቍጣህ ጸና  መቅሠፍትህን ሁሉ በእኔ ላይ አመጣህ የሚያውቁኝን ከእኔ አራቅህ  በእነርሱ ዘንድ ርኵስ አደረግኸኝ  ያዙኝ  መውጫም የለኝም ዓይኖቼም በመከራ ፈዘዙ  አቤቱ  ሁልጊዜ ወደ አንተ ጮኽሁ  እጆቼንም ወደ አንተ ዘረጋሁ በውኑ ለሙታን ተኣምራት ታደርጋለህን የሞቱትስ ተነሥተው ያመሰግኑሃልን?በመቃብርስ ውስጥ ቸርነትህን  እውነትህንስ በጥፋት ስፍራ ይናገራሉን?ተአምራትህ በጨለማ  ጽድቅህንም በመርሳት ምድር ትታወቃለችን?አቤቱ  እኔ ግን ወደ አንተ ጮኽሁ  በጥዋት ጸሎቴ ወደ ፊትህ ትደርሳለች አቤቱ  ነፍሴን ለምን ትጥላለህ? ፊትህንስ ከእኔ ለምን ትሰውራለህ?እኔ ከታናሽነቴ ችግረኛ ለሞትም የቀረብሁ ነኝ  ከፍ ከፍ ካልሁ በኋላ ግን ተዋረድሁ ተናቅሁም መቅሠፍትህ በላዬ አለፈ  ግርማህም አስደነገጠኝ ሁልጊዜ እንደ ውኃ ከበቡኝ  በአንድነትም ያዙኝ ወዳጄንና ባልንጀራዬን ዘመዶቼንም ከመከራ የተነሣ ከእኔ አራቅህ,መልካም
የይዝራኤላዊው የኤታን ትምህርት   አቤቱ  ምሕረትህን ለዘላለም እዘምራለሁ  እውነትህንም በአፌ ለልጅ ልጅ እናገራለሁ እንዲህ ብለሃልና  ምሕረት ለዘላለም ይመሠረታል  እውነትህም በሰማይ ይጸናል ከመረጥሁት ጋር ቃል ኪዳኔን አደረግሁ  ለባሪያዬም ለዳዊት ማልሁ ዘርህን ለዘላለም አዘጋጃለሁ  ዙፋንህንም ለልጅ ልጅ እመሠርታለሁ አቤቱ  ሰማያት ተኣምራትህን እውነትህንም ደግሞ በቅዱሳን ማኅበር ያመሰግናሉ እግዚአብሔርን በሰማይ የሚተካከለው ማን ነው ከአማልክትስ ልጆች እግዚአብሔርን ማን ይመስለዋል በቅዱሳን ምክር እግዚአብሔር ክቡር ነው  በዙሪያው ባሉት ሁሉ ላይ ታላቅና ግሩም ነው  አቤቱ የሠራዊት አምላክ  እንደ አንተ ያለ ማን ነው? አቤቱ  አንተ ብርቱ ነህ  እውነትህም ይከብብሃል የባሕርን ኃይል አንተ ትገዛለህ  የሞገዱንም መናወጥ አንተ ዝም ታሰኘዋለህ አንተ ረዓብን እንደ ተገደለ አዋረድኸው  በኃይልህም ክንድ ጠላቶችህን በተንሃቸው ሰማያት የአንተ ናቸው  ምድርም የአንተ ናት  ዓለምንና ሞላውም አንተ መሠረትህ ሰሜንና ደቡብን አንተ ፈጠርህ  ታቦርና አርሞንዔም በስምህ ደስ ይላቸዋል ክንድህ ከኃይልህ ጋር ነው ,መልካም
የእግዚአብሔር ሰው የሙሴ ጸሎት   አቤቱ  አንተ ለትውልድ ሁሉ መጠጊያ ሆንህልን ተራሮች ሳይወለዱ  ምድርም ዓለምም ሳይሠሩ  ከዘላለም እስከ ዘላለም ድረስ አንተ ነህ ሰውን ወደ ኅሳር አትመልስም  የሰው ልጆች ሆይ  ተመለሱ ትላለህ ሺህ ዓመት በፊትህ እንዳለፈች እንደ ትናንት ቀን  እንደ ሌሊትም ትጋት ነውና ዘመኖች የተናቁ ይሆናሉ  በማለዳም እንደ ሣር ያልፋል ማልዶ ያብባል ያልፋልም  በሠርክም ጠውልጎና ደርቆ ይወድቃል እኛ በቍጣህ አልቀናልና  በመዓትህም ደንግጠናልና የተሰወረውን ኃጢአታችንን በፊትህ ብርሃን  በደላችንንም በፊትህ አስቀመጥህ ዘመናችን ሁሉ አልፎአልና  እኛም በመዓትህ አልቀናልና  ዘመኖቻችንም እንደ ሸረሪት ድር ይሆናሉ የዘመኖቻችንም ዕድሜ ሰባ ዓመት  ቢበረታም ሰማንያ ዓመት ነው  ቢበዛ ግን ድካምና መከራ ነው  ከእኛ ቶሎ ያልፋልና  እኛም እንገሠጻለንና የቍጣህን ጽናት ማን ያውቃል? ከቍጣህ ግርማ የተነሣ አለቁ በልብ ጥበብን እንድንማር  ቀኝህን እንዲህ አስታውቀን አቤቱ  ተመለስ  እስከ መቼስ ነው? ስለ ባሪያዎችህም ተምዋገት በማለዳ ምሕረትህን እንጠግባለን  በዘመናችን ሁሉ ደስ ይለናል ሐሤትም እናደርጋለን መከራ ባሳየኸን ዘመን ፈንታ  ክፉም ባየንባቸው ዘመኖች ፋንታ ደስ ይለናል ባሪያዎችህንና ሥራህን እይ  ልጆቻቸውንም ምራ የአምላካችን የእግዚአብሔር ብርሃን በላያችን ይሁን  የእጆቻችንንም ሥራ በላያችን አቅና 
የዳዊት የምስጋና መዝሙር   በልዑል መጠጊያ የሚኖር ሁሉን በሚችል አምላክ ጥላ ውስጥ ያድራል እግዚአብሔርን  አንተ መታመኛዬ ነህ እለዋለሁ  አምላኬና መሸሸጊያዬ ነው  በእርሱም እታመናለሁ እርሱ ከአዳኝ ወጥመድ ከሚያስደነግጥም ነገር ያድንሃልና በላባዎቹ ይጋርድሃል  በክንፎቹም በታች ትተማመናለህ  እውነት እንደ ጋሻ ይከብብሃል ከሌሊት ግርማ  በቀን ከሚበርር ፍላጻ በጨለማ ከሚሄድ ክፉ ነገር  ከአደጋና ከቀትር ጋኔን አትፈራም በአጠገብህ ሺህ በቀኝህም አሥር ሺህ ይወድቃሉ  ወደ አንተ ግን አይቀርብም በዓይኖችህ ብቻ ትመለከታለህ  የኃጥኣንንም ብድራት ታያለህ አቤቱ  አንተ ተስፋዬ ነህና  ልዑልን መጠጊያህ አደረግህ ክፉ ነገር ወደ አንተ አይቀርብም  መቅሠፍትም ወደ ቤትህ አይገባም በመንገድህ ሁሉ ይጠብቁህ ዘንድ መላእክቱን ስለ አንተ ያዝዛቸዋልና እግርህም በድንጋይ እንዳትሰናከል በእጆቻቸው ያነሡሃል በተኵላና በእባብ ላይ ትጫማለህ  አንበሳውንና ዘንዶውን ትረግጣለህ በእኔ ተማምኖአልና አስጥለዋለሁ  ስሜንም አውቆአልና እጋርደዋለሁ ይጠራኛል እመልስለትማለሁ  በመከራውም ጊዜ ከእርሱ ጋራ እሆናለሁ  አድነዋለሁ አከብረውማለሁ ረጅምን ዕድሜ አጠግበዋለሁ  ማዳኔንም አሳየዋለሁ ,መልካም
